M_CD,UP_TIME,POWER,TEMP,ERR_CD
"1014",15,931,251,"0"
"1014",16,931,250,"0"
"1014",17,930,251,"0"
"1014",18,930,251,"0"
"1014",19,930,251,"0"
"1014",20,928,251,"0"
"1014",21,928,251,"0"
"1014",22,926,251,"0"
"1014",23,924,251,"0"
"1014",24,923,251,"0"
"1014",25,923,250,"0"
"1014",26,922,251,"0"
"1014",27,921,251,"0"
"1014",28,921,251,"0"
"1014",29,920,252,"0"
"1014",30,920,251,"0"
"1014",31,920,251,"0"
"1014",32,920,251,"0"
"1014",33,919,251,"0"
"1014",34,919,251,"0"
"1014",35,917,250,"0"
"1014",36,916,251,"0"
"1014",37,915,252,"0"
"1014",38,915,251,"0"
"1014",39,914,251,"0"
"1014",40,913,251,"0"
"1014",41,912,251,"0"
"1014",42,911,251,"0"
"1014",43,911,251,"0"
"1014",44,909,251,"0"
"1014",45,908,251,"0"
"1014",46,908,251,"0"
"1014",47,908,251,"0"
"1014",48,908,251,"0"
"1014",49,905,251,"0"
"1014",50,905,251,"0"
"1014",51,905,251,"0"
"1014",52,903,251,"0"
"1014",53,898,252,"0"
"1014",54,894,252,"0"
"1014",55,894,251,"0"
"1014",56,891,252,"0"
"1014",57,891,252,"0"
"1014",58,891,252,"0"
"1014",59,891,251,"0"
"1014",60,889,251,"0"
"1014",61,887,252,"0"
"1014",62,887,252,"0"
"1014",63,885,252,"0"
"1014",64,885,251,"0"
"1014",65,884,252,"0"
"1014",66,876,252,"0"
"1014",67,876,252,"0"
"1014",68,876,251,"0"
"1014",69,875,252,"0"
"1014",70,869,252,"0"
"1014",71,868,252,"0"
"1015",0,947,250,"0"
"1015",1,943,250,"0"
"1015",2,942,250,"0"
"1015",3,939,250,"0"
"1015",4,937,251,"0"
"1015",5,936,251,"0"
"1015",6,935,251,"0"
"1015",7,935,250,"0"
"1015",8,933,250,"0"
"1015",9,932,251,"0"
"1015",10,931,251,"0"
"1015",11,931,251,"0"
"1015",12,931,250,"0"
"1015",13,930,251,"0"
"1015",14,929,250,"0"
"1015",15,929,250,"0"
"1015",16,929,250,"0"
"1015",17,928,250,"0"
"1015",18,927,251,"0"
"1015",19,927,250,"0"
"1015",20,926,250,"0"
"1015",21,925,251,"0"
"1015",22,924,251,"0"
"1015",23,922,251,"0"
"1015",24,922,251,"0"
"1015",25,922,251,"0"
"1015",26,921,252,"0"
"1015",27,921,251,"0"
"1015",28,920,251,"0"
"1015",29,919,251,"0"
"1015",30,918,251,"0"
"1015",31,918,250,"0"
"1015",32,917,251,"0"
"1015",33,917,251,"0"
"1015",34,917,251,"0"
"1015",35,913,251,"0"
"1015",36,912,251,"0"
"1015",37,911,251,"0"
"1015",38,911,251,"0"
"1015",39,910,252,"0"
"1015",40,910,251,"0"
"1015",41,909,251,"0"
"1015",42,908,251,"0"
"1015",43,907,251,"0"
"1015",44,903,251,"0"
"1015",45,901,251,"0"
"1015",46,901,251,"0"
"1015",47,900,251,"0"
"1015",48,898,251,"0"
"1015",49,897,252,"0"
"1015",50,897,251,"0"
"1015",51,896,252,"0"
"1015",52,896,252,"0"
"1015",53,896,251,"0"
"1015",54,891,252,"0"
"1015",55,890,251,"0"
"1015",56,889,252,"0"
"1015",57,887,252,"0"
"1015",58,887,252,"0"
"1015",59,887,252,"0"
"1015",60,886,252,"0"
"1015",61,886,252,"0"
"1015",62,885,251,"0"
"1015",63,884,252,"0"
"1015",64,882,252,"0"
"1015",65,880,252,"0"
"1015",66,879,251,"0"
"1015",67,877,252,"0"
"1015",68,877,252,"0"
"1015",69,875,252,"0"
"1015",70,863,252,"0"
"1015",71,861,252,"0"
"1016",0,947,250,"0"
"1016",1,943,250,"0"
"1016",2,942,250,"0"
"1016",3,940,250,"0"
"1016",4,939,250,"0"
"1016",5,939,250,"0"
"1016",6,937,250,"0"
"1016",7,935,251,"0"
"1016",8,934,251,"0"
"1016",9,934,251,"0"
"1016",10,934,250,"0"
"1016",11,933,251,"0"
"1016",12,933,250,"0"
"1016",13,932,251,"0"
"1016",14,932,251,"0"
"1016",15,932,251,"0"
"1016",16,931,251,"0"
"1016",17,930,250,"0"
"1016",18,930,250,"0"
"1016",19,929,250,"0"
"1016",20,927,251,"0"
"1016",21,927,251,"0"
"1016",22,927,250,"0"
"1016",23,926,251,"0"
"1016",24,925,251,"0"
"1016",25,925,251,"0"
"1016",26,925,250,"0"
"1016",27,923,251,"0"
"1016",28,923,250,"0"
"1016",29,922,251,"0"
"1016",30,920,252,"0"
"1016",31,920,251,"0"
"1016",32,920,251,"0"
"1016",33,920,250,"0"
"1016",34,920,250,"0"
"1016",35,919,251,"0"
"1016",36,919,251,"0"
"1016",37,919,250,"0"
"1016",38,916,251,"0"
"1016",39,916,251,"0"
"1016",40,916,251,"0"
"1016",41,914,252,"0"
"1016",42,914,251,"0"
"1016",43,911,251,"0"
"1016",44,909,251,"0"
"1016",45,908,252,"0"
"1016",46,908,251,"0"
"1016",47,907,251,"0"
"1016",48,907,251,"0"
"1016",49,907,251,"0"
"1016",50,906,252,"0"
"1016",51,905,251,"0"
"1016",52,903,251,"0"
"1016",53,902,251,"0"
"1016",54,900,252,"0"
"1016",55,900,252,"0"
"1016",56,892,252,"0"
"1016",57,892,252,"0"
"1016",58,892,252,"0"
"1016",59,885,252,"0"
"1016",60,883,252,"0"
"1016",61,883,252,"0"
"1016",62,883,252,"0"
"1016",63,881,252,"0"
"1016",64,878,252,"0"
"1016",65,878,252,"0"
"1016",66,878,252,"0"
"1016",67,877,252,"0"
"1016",68,870,252,"0"
"1017",0,947,250,"0"
"1017",1,942,250,"0"
"1017",2,941,250,"0"
"1017",3,940,250,"0"
"1017",4,938,251,"0"
"1017",5,935,251,"0"
"1017",6,935,250,"0"
"1017",7,934,250,"0"
"1017",8,933,250,"0"
"1017",9,933,250,"0"
"1017",10,933,250,"0"
"1017",11,933,250,"0"
"1017",12,933,250,"0"
"1017",13,932,251,"0"
"1017",14,930,251,"0"
"1017",15,930,250,"0"
"1017",16,926,251,"0"
"1017",17,925,251,"0"
"1017",18,924,251,"0"
"1017",19,924,251,"0"
"1017",20,924,251,"0"
"1017",21,924,251,"0"
"1017",22,923,251,"0"
"1017",23,923,251,"0"
"1017",24,923,251,"0"
"1017",25,922,251,"0"
"1017",26,921,251,"0"
"1017",27,921,250,"0"
"1017",28,920,251,"0"
"1017",29,919,251,"0"
"1017",30,918,251,"0"
"1017",31,917,251,"0"
"1017",32,916,251,"0"
"1017",33,915,251,"0"
"1017",34,915,251,"0"
"1017",35,914,251,"0"
"1017",36,914,251,"0"
"1017",37,914,251,"0"
"1017",38,913,251,"0"
"1017",39,912,252,"0"
"1017",40,912,251,"0"
"1017",41,909,251,"0"
"1017",42,907,252,"0"
"1017",43,907,251,"0"
"1017",44,906,251,"0"
"1017",45,906,251,"0"
"1017",46,906,251,"0"
"1017",47,905,252,"0"
"1017",48,904,251,"0"
"1017",49,904,251,"0"
"1017",50,902,251,"0"
"1017",51,902,251,"0"
"1017",52,901,251,"0"
"1017",53,900,252,"0"
"1017",54,900,251,"0"
"1017",55,899,252,"0"
"1017",56,899,251,"0"
"1017",57,897,252,"0"
"1017",58,897,252,"0"
"1017",59,893,251,"0"
"1017",60,893,251,"0"
"1017",61,892,252,"0"
"1017",62,890,251,"0"
"1017",63,886,252,"0"
"1017",64,885,251,"0"
"1017",65,882,252,"0"
"1017",66,882,252,"0"
"1017",67,878,252,"0"
"1017",68,877,252,"0"
"1017",69,876,251,"0"
"1017",70,874,252,"0"
"1017",71,867,252,"0"
"1017",72,866,252,"0"
"1018",0,948,250,"0"
"1018",1,945,250,"0"
"1018",2,944,250,"0"
"1018",3,944,250,"0"
"1018",4,941,251,"0"
"1018",5,940,250,"0"
"1018",6,938,251,"0"
"1018",7,938,250,"0"
"1018",8,937,251,"0"
"1018",9,936,251,"0"
"1018",10,935,251,"0"
"1018",11,935,250,"0"
"1018",12,935,250,"0"
"1018",13,934,251,"0"
"1018",14,934,250,"0"
"1018",15,932,251,"0"
"1018",16,932,251,"0"
"1018",17,930,250,"0"
"1018",18,928,251,"0"
"1018",19,927,250,"0"
"1018",20,926,251,"0"
"1018",21,926,251,"0"
"1018",22,923,251,"0"
"1018",23,923,251,"0"
"1018",24,919,251,"0"
"1018",25,919,251,"0"
"1018",26,918,251,"0"
"1018",27,918,251,"0"
"1018",28,917,251,"0"
"1018",29,913,251,"0"
"1018",30,913,250,"0"
"1018",31,912,252,"0"
"1018",32,911,251,"0"
"1018",33,910,252,"0"
"1018",34,910,251,"0"
"1018",35,909,251,"0"
"1018",36,908,252,"0"
"1018",37,907,251,"0"
"1018",38,907,251,"0"
"1018",39,907,251,"0"
"1018",40,906,251,"0"
"1018",41,906,251,"0"
"1018",42,905,251,"0"
"1018",43,904,251,"0"
"1018",44,903,251,"0"
"1018",45,903,251,"0"
"1018",46,899,251,"0"
"1018",47,897,252,"0"
"1018",48,897,251,"0"
"1018",49,897,251,"0"
"1018",50,895,251,"0"
"1018",51,894,251,"0"
"1018",52,893,251,"0"
"1018",53,892,252,"0"
"1018",54,891,252,"0"
"1018",55,891,252,"0"
"1018",56,890,252,"0"
"1018",57,890,252,"0"
"1018",58,889,252,"0"
"1018",59,885,251,"0"
"1018",60,884,251,"0"
"1018",61,883,251,"0"
"1018",62,882,251,"0"
"1018",63,876,251,"0"
"1018",64,873,252,"0"
"1018",65,872,252,"0"
"1018",66,870,252,"0"
"1019",0,946,250,"0"
"1019",1,942,250,"0"
"1019",2,942,250,"0"
"1019",3,942,250,"0"
"1019",4,940,250,"0"
"1019",5,939,250,"0"
"1019",6,938,250,"0"
"1019",7,937,251,"0"
"1019",8,937,250,"0"
"1019",9,937,250,"0"
"1019",10,936,250,"0"
"1019",11,936,250,"0"
"1019",12,934,251,"0"
"1019",13,934,250,"0"
"1019",14,933,250,"0"
"1019",15,932,250,"0"
"1019",16,932,250,"0"
"1019",17,932,250,"0"
"1019",18,931,250,"0"
"1019",19,931,250,"0"
"1019",20,930,251,"0"
"1019",21,929,251,"0"
"1019",22,929,251,"0"
"1019",23,927,252,"0"
"1019",24,927,251,"0"
"1019",25,926,251,"0"
"1019",26,926,250,"0"
"1019",27,925,251,"0"
"1019",28,924,251,"0"
"1019",29,920,251,"0"
"1019",30,919,251,"0"
"1019",31,916,251,"0"
"1019",32,916,251,"0"
"1019",33,916,250,"0"
"1019",34,915,251,"0"
"1019",35,910,251,"0"
"1019",36,909,251,"0"
"1019",37,908,251,"0"
"1019",38,908,251,"0"
"1019",39,905,251,"0"
"1019",40,904,251,"0"
"1019",41,903,251,"0"
"1019",42,903,251,"0"
"1019",43,902,252,"0"
"1019",44,902,251,"0"
"1019",45,900,251,"0"
"1019",46,900,251,"0"
"1019",47,899,252,"0"
"1019",48,897,252,"0"
"1019",49,897,251,"0"
"1019",50,897,251,"0"
"1019",51,897,251,"0"
"1019",52,896,251,"0"
"1019",53,895,252,"0"
"1019",54,894,251,"0"
"1019",55,891,252,"0"
"1019",56,890,252,"0"
"1019",57,886,252,"0"
"1019",58,885,252,"0"
"1019",59,884,252,"0"
"1019",60,880,252,"0"
"1019",61,878,251,"0"
"1019",62,877,252,"0"
"1019",63,876,252,"0"
"1019",64,875,252,"0"
"1019",65,873,251,"0"
"1019",66,871,252,"0"
"1020",0,946,250,"0"
"1020",1,942,251,"0"
"1020",2,941,250,"0"
"1020",3,939,250,"0"
"1020",4,939,250,"0"
"1020",5,938,250,"0"
"1020",6,938,250,"0"
"1020",7,938,250,"0"
"1020",8,937,250,"0"
"1020",9,936,251,"0"
"1020",10,936,251,"0"
"1020",11,935,251,"0"
"1020",12,935,251,"0"
"1020",13,935,251,"0"
"1020",14,934,251,"0"
"1020",15,934,251,"0"
"1020",16,934,250,"0"
"1020",17,933,251,"0"
"1020",18,933,251,"0"
"1020",19,933,251,"0"
"1020",20,933,251,"0"
"1020",21,933,250,"0"
"1020",22,933,250,"0"
"1020",23,932,250,"0"
"1020",24,931,251,"0"
"1020",25,931,250,"0"
"1020",26,930,251,"0"
"1020",27,930,251,"0"
"1020",28,928,251,"0"
"1020",29,927,251,"0"
"1020",30,927,251,"0"
"1020",31,927,251,"0"
"1020",32,927,251,"0"
"1020",33,927,251,"0"
"1020",34,925,251,"0"
"1020",35,925,250,"0"
"1020",36,924,250,"0"
"1020",37,923,250,"0"
"1020",38,921,251,"0"
"1020",39,921,250,"0"
"1020",40,920,252,"0"
"1020",41,920,251,"0"
"1020",42,919,251,"0"
"1020",43,918,251,"0"
"1020",44,918,251,"0"
"1020",45,918,251,"0"
"1020",46,916,251,"0"
"1020",47,915,251,"0"
"1020",48,915,251,"0"
"1020",49,914,251,"0"
"1020",50,912,251,"0"
"1020",51,911,252,"0"
"1020",52,910,251,"0"
"1020",53,910,251,"0"
"1020",54,910,251,"0"
"1020",55,909,251,"0"
"1020",56,908,251,"0"
"1020",57,906,251,"0"
"1020",58,904,252,"0"
"1020",59,904,251,"0"
"1020",60,903,251,"0"
"1020",61,902,251,"0"
"1020",62,902,251,"0"
"1020",63,902,251,"0"
"1020",64,902,251,"0"
"1020",65,901,251,"0"
"1020",66,901,251,"0"
"1020",67,900,251,"0"
"1020",68,899,252,"0"
"1020",69,899,251,"0"
"1020",70,898,251,"0"
"1020",71,896,252,"0"
"1020",72,896,251,"0"
"1020",73,895,251,"0"
"1020",74,893,251,"0"
"1020",75,893,251,"0"
"1020",76,890,252,"0"
"1020",77,888,251,"0"
"1020",78,888,251,"0"
"1020",79,887,252,"0"
"1020",80,887,252,"0"
"1020",81,887,251,"0"
"1020",82,886,252,"0"
"1020",83,886,252,"0"
"1020",84,885,252,"0"
"1020",85,883,251,"0"
"1020",86,878,252,"0"
"1020",87,874,252,"0"
"1020",88,873,252,"0"
"1020",89,872,251,"0"
"1020",90,871,252,"0"
"1020",91,868,251,"0"
"1020",92,861,252,"0"
"1021",0,947,250,"0"
"1021",1,944,250,"0"
"1021",2,943,250,"0"
"1021",3,943,250,"0"
"1021",4,943,250,"0"
"1021",5,943,250,"0"
"1021",6,942,250,"0"
"1021",7,941,250,"0"
"1021",8,940,250,"0"
"1021",9,940,250,"0"
"1021",10,939,251,"0"
"1021",11,939,250,"0"
"1021",12,937,251,"0"
"1021",13,937,250,"0"
"1021",14,936,251,"0"
"1021",15,936,250,"0"
"1021",16,935,250,"0"
"1021",17,934,251,"0"
"1021",18,933,251,"0"
"1021",19,933,250,"0"
"1021",20,932,251,"0"
"1021",21,932,251,"0"
"1021",22,931,250,"0"
"1021",23,930,250,"0"
"1021",24,930,250,"0"
"1021",25,929,251,"0"
"1021",26,928,251,"0"
"1021",27,928,251,"0"
"1021",28,928,251,"0"
"1021",29,928,250,"0"
"1021",30,927,250,"0"
"1021",31,926,251,"0"
"1021",32,926,251,"0"
"1021",33,925,251,"0"
"1021",34,925,251,"0"
"1021",35,925,251,"0"
"1021",36,925,250,"0"
"1021",37,924,251,"0"
"1021",38,924,251,"0"
"1021",39,923,251,"0"
"1021",40,922,252,"0"
"1021",41,920,251,"0"
"1021",42,920,250,"0"
"1021",43,918,251,"0"
"1021",44,918,251,"0"
"1021",45,917,251,"0"
"1021",46,916,251,"0"
"1021",47,915,252,"0"
"1021",48,915,250,"0"
"1021",49,914,251,"0"
"1021",50,910,251,"0"
"1021",51,904,251,"0"
"1021",52,903,251,"0"
"1021",53,902,251,"0"
"1021",54,901,252,"0"
"1021",55,901,251,"0"
"1021",56,901,251,"0"
"1021",57,899,251,"0"
"1021",58,898,252,"0"
"1021",59,898,251,"0"
"1021",60,895,252,"0"
"1021",61,893,251,"0"
"1021",62,892,252,"0"
"1021",63,892,251,"0"
"1021",64,891,252,"0"
"1021",65,891,252,"0"
"1021",66,891,252,"0"
"1021",67,890,251,"0"
"1021",68,889,252,"0"
"1021",69,888,252,"0"
"1021",70,888,252,"0"
"1021",71,882,252,"0"
"1021",72,881,252,"0"
"1021",73,880,252,"0"
"1021",74,880,251,"0"
"1021",75,877,252,"0"
"1021",76,877,252,"0"
"1021",77,876,252,"0"
"1021",78,875,252,"0"
"1021",79,872,252,"0"
"1021",80,871,252,"0"
"1022",0,945,250,"0"
"1022",1,945,250,"0"
"1022",2,943,250,"0"
"1022",3,942,250,"0"
"1022",4,941,250,"0"
"1022",5,939,251,"0"
"1022",6,939,250,"0"
"1022",7,938,250,"0"
"1022",8,937,251,"0"
"1022",9,937,250,"0"
"1022",10,935,250,"0"
"1022",11,935,250,"0"
"1022",12,935,250,"0"
"1022",13,933,251,"0"
"1022",14,933,251,"0"
"1022",15,932,251,"0"
"1022",16,932,250,"0"
"1022",17,931,251,"0"
"1022",18,930,251,"0"
"1022",19,930,251,"0"
"1022",20,930,250,"0"
"1022",21,928,251,"0"
"1022",22,927,251,"0"
"1022",23,927,250,"0"
"1022",24,925,251,"0"
"1022",25,925,251,"0"
"1022",26,924,251,"0"
"1022",27,924,251,"0"
"1022",28,924,250,"0"
"1022",29,924,250,"0"
"1022",30,923,251,"0"
"1022",31,922,252,"0"
"1022",32,921,251,"0"
"1022",33,919,251,"0"
"1022",34,918,250,"0"
"1022",35,916,251,"0"
"1022",36,916,251,"0"
"1022",37,915,251,"0"
"1022",38,914,251,"0"
"1022",39,913,251,"0"
"1022",40,912,251,"0"
"1022",41,911,252,"0"
"1022",42,911,251,"0"
"1022",43,911,251,"0"
"1022",44,910,251,"0"
"1022",45,909,251,"0"
"1022",46,908,251,"0"
"1022",47,907,251,"0"
"1022",48,906,251,"0"
"1022",49,903,251,"0"
"1022",50,901,251,"0"
"1022",51,899,252,"0"
"1022",52,899,251,"0"
"1022",53,899,251,"0"
"1022",54,896,252,"0"
"1022",55,893,251,"0"
"1022",56,891,252,"0"
"1022",57,891,251,"0"
"1022",58,891,251,"0"
"1022",59,890,252,"0"
"1022",60,885,252,"0"
"1022",61,878,252,"0"
"1022",62,873,252,"0"
"1022",63,873,252,"0"
"1022",64,872,252,"0"
"1022",65,867,252,"0"
"1022",66,865,252,"0"
"1023",0,945,250,"0"
"1023",1,943,250,"0"
"1023",2,941,250,"0"
"1023",3,940,250,"0"
"1023",4,939,250,"0"
"1023",5,937,250,"0"
"1023",6,936,251,"0"
"1023",7,936,250,"0"
"1023",8,936,250,"0"
"1023",9,935,251,"0"
"1023",10,933,251,"0"
"1023",11,932,250,"0"
"1023",12,931,250,"0"
"1023",13,930,251,"0"
"1023",14,930,251,"0"
"1023",15,929,251,"0"
"1023",16,928,251,"0"
"1023",17,928,250,"0"
"1023",18,927,251,"0"
"1023",19,927,251,"0"
"1023",20,924,251,"0"
"1023",21,924,251,"0"
"1023",22,923,250,"0"
"1023",23,922,251,"0"
"1023",24,922,251,"0"
"1023",25,922,251,"0"
"1023",26,921,251,"0"
"1023",27,915,251,"0"
"1023",28,914,251,"0"
"1023",29,913,252,"0"
"1023",30,912,251,"0"
"1023",31,911,251,"0"
"1023",32,911,251,"0"
"1023",33,909,251,"0"
"1023",34,908,251,"0"
"1023",35,905,251,"0"
"1023",36,904,251,"0"
"1023",37,903,251,"0"
"1023",38,901,251,"0"
"1023",39,901,250,"0"
"1023",40,899,251,"0"
"1023",41,898,252,"0"
"1023",42,897,251,"0"
"1023",43,895,252,"0"
"1023",44,891,251,"0"
"1023",45,889,252,"0"
"1023",46,880,252,"0"
"1023",47,877,252,"0"
"1023",48,875,252,"0"
"1023",49,873,252,"0"
"1024",0,946,250,"0"
"1024",1,942,250,"0"
"1024",2,939,250,"0"
"1024",3,939,250,"0"
"1024",4,937,250,"0"
"1024",5,937,250,"0"
"1024",6,937,250,"0"
"1024",7,936,251,"0"
"1024",8,936,250,"0"
"1024",9,934,251,"0"
"1024",10,934,250,"0"
"1024",11,934,250,"0"
"1024",12,933,250,"0"
"1024",13,932,250,"0"
"1024",14,931,251,"0"
"1024",15,931,250,"0"
"1024",16,930,251,"0"
"1024",17,930,250,"0"
"1024",18,928,251,"0"
"1024",19,928,250,"0"
"1024",20,926,251,"0"
"1024",21,925,251,"0"
"1024",22,925,251,"0"
"1024",23,924,251,"0"
"1024",24,922,251,"0"
"1024",25,922,251,"0"
"1024",26,922,251,"0"
"1024",27,922,251,"0"
"1024",28,922,250,"0"
"1024",29,921,251,"0"
"1024",30,920,252,"0"
"1024",31,920,251,"0"
"1024",32,920,250,"0"
"1024",33,919,251,"0"
"1024",34,919,251,"0"
"1024",35,919,251,"0"
"1024",36,918,251,"0"
"1024",37,917,251,"0"
"1024",38,915,251,"0"
"1024",39,914,252,"0"
"1024",40,914,251,"0"
"1024",41,913,252,"0"
"1024",42,913,251,"0"
"1024",43,913,251,"0"
"1024",44,912,251,"0"
"1024",45,912,251,"0"
"1024",46,911,251,"0"
"1024",47,909,251,"0"
"1024",48,908,251,"0"
"1024",49,907,251,"0"
"1024",50,907,251,"0"
"1024",51,905,251,"0"
"1024",52,904,251,"0"
"1024",53,902,251,"0"
"1024",54,902,251,"0"
"1024",55,901,251,"0"
"1024",56,899,252,"0"
"1024",57,898,251,"0"
"1024",58,897,251,"0"
"1024",59,897,251,"0"
"1024",60,897,251,"0"
"1024",61,895,251,"0"
"1024",62,894,252,"0"
"1024",63,894,251,"0"
"1024",64,891,251,"0"
"1024",65,890,251,"0"
"1024",66,884,252,"0"
"1024",67,882,252,"0"
"1024",68,879,251,"0"
"1024",69,873,252,"0"
"1024",70,872,252,"0"
"1024",71,872,252,"0"
"1024",72,865,252,"0"
"1024",73,864,252,"0"
"1025",0,941,251,"0"
"1025",1,941,250,"0"
"1025",2,941,250,"0"
"1025",3,940,250,"0"
"1025",4,938,250,"0"
"1025",5,938,250,"0"
"1025",6,936,251,"0"
"1025",7,935,251,"0"
"1025",8,935,251,"0"
"1025",9,935,250,"0"
"1025",10,934,250,"0"
"1025",11,933,250,"0"
"1025",12,931,251,"0"
"1025",13,931,250,"0"
"1025",14,929,251,"0"
"1025",15,929,250,"0"
"1025",16,928,251,"0"
"1025",17,928,251,"0"
"1025",18,927,251,"0"
"1025",19,927,251,"0"
"1025",20,926,251,"0"
"1025",21,926,251,"0"
"1025",22,925,251,"0"
"1025",23,925,251,"0"
"1025",24,924,251,"0"
"1025",25,923,251,"0"
"1025",26,923,251,"0"
"1025",27,922,251,"0"
"1025",28,922,250,"0"
"1025",29,918,251,"0"
"1025",30,918,251,"0"
"1025",31,918,250,"0"
"1025",32,918,250,"0"
"1025",33,917,251,"0"
"1025",34,917,251,"0"
"1025",35,917,251,"0"
"1025",36,917,251,"0"
"1025",37,917,251,"0"
"1025",38,917,251,"0"
"1025",39,915,252,"0"
"1025",40,915,251,"0"
"1025",41,915,251,"0"
"1025",42,913,251,"0"
"1025",43,913,251,"0"
"1025",44,912,251,"0"
"1025",45,911,251,"0"
"1025",46,909,251,"0"
"1025",47,909,251,"0"
"1025",48,909,251,"0"
"1025",49,909,251,"0"
"1025",50,909,251,"0"
"1025",51,908,251,"0"
"1025",52,908,251,"0"
"1025",53,908,251,"0"
"1025",54,907,252,"0"
"1025",55,907,251,"0"
"1025",56,907,251,"0"
"1025",57,906,251,"0"
"1025",58,903,251,"0"
"1025",59,898,251,"0"
"1025",60,897,252,"0"
"1025",61,895,252,"0"
"1025",62,895,251,"0"
"1025",63,893,252,"0"
"1025",64,893,251,"0"
"1025",65,889,252,"0"
"1025",66,888,252,"0"
"1025",67,888,252,"0"
"1025",68,888,252,"0"
"1025",69,888,251,"0"
"1025",70,884,252,"0"
"1025",71,884,252,"0"
"1025",72,881,252,"0"
"1025",73,875,252,"0"
"1025",74,875,252,"0"
"1025",75,872,252,"0"
"1025",76,871,252,"0"
"1025",77,867,252,"0"
"1025",78,859,252,"0"
"1026",0,945,250,"0"
"1026",1,939,251,"0"
"1026",2,939,250,"0"
"1026",3,939,250,"0"
"1026",4,938,250,"0"
"1026",5,938,250,"0"
"1026",6,937,251,"0"
"1026",7,937,250,"0"
"1026",8,937,250,"0"
"1026",9,936,251,"0"
"1026",10,936,251,"0"
"1026",11,936,250,"0"
"1026",12,935,251,"0"
"1026",13,935,250,"0"
"1026",14,934,251,"0"
"1026",15,933,251,"0"
"1026",16,933,250,"0"
"1026",17,932,250,"0"
"1026",18,931,251,"0"
"1026",19,931,250,"0"
"1026",20,930,251,"0"
"1026",21,929,251,"0"
"1026",22,929,251,"0"
"1026",23,928,251,"0"
"1026",24,924,251,"0"
"1026",25,923,251,"0"
"1026",26,919,251,"0"
"1026",27,919,251,"0"
"1026",28,919,251,"0"
"1026",29,918,251,"0"
"1026",30,916,251,"0"
"1026",31,916,251,"0"
"1026",32,916,251,"0"
"1026",33,913,250,"0"
"1026",34,906,251,"0"
"1026",35,903,251,"0"
"1026",36,902,252,"0"
"1026",37,901,251,"0"
"1026",38,901,251,"0"
"1026",39,900,251,"0"
"1026",40,899,251,"0"
"1026",41,898,252,"0"
"1026",42,895,252,"0"
"1026",43,894,252,"0"
"1026",44,893,252,"0"
"1026",45,891,252,"0"
"1026",46,891,251,"0"
"1026",47,886,252,"0"
"1026",48,883,251,"0"
"1026",49,882,252,"0"
"1026",50,879,251,"0"
"1026",51,878,252,"0"
"1026",52,877,252,"0"
"1026",53,875,252,"0"
"1026",54,874,252,"0"
"1026",55,872,252,"0"
"1026",56,870,252,"0"
"1026",57,870,252,"0"
"1026",58,868,252,"0"
"1026",59,862,252,"0"
"1027",0,949,250,"0"
"1027",1,946,250,"0"
"1027",2,944,251,"0"
"1027",3,941,251,"0"
"1027",4,941,250,"0"
"1027",5,938,251,"0"
"1027",6,937,250,"0"
"1027",7,937,250,"0"
"1027",8,936,251,"0"
"1027",9,936,250,"0"
"1027",10,935,250,"0"
"1027",11,931,251,"0"
"1027",12,931,250,"0"
"1027",13,930,251,"0"
"1027",14,928,251,"0"
"1027",15,928,251,"0"
"1027",16,927,250,"0"
"1027",17,926,251,"0"
"1027",18,923,251,"0"
"1027",19,921,251,"0"
"1027",20,919,251,"0"
"1027",21,919,251,"0"
"1027",22,918,251,"0"
"1027",23,917,251,"0"
"1027",24,917,250,"0"
"1027",25,916,251,"0"
"1027",26,915,250,"0"
"1027",27,915,250,"0"
"1027",28,914,251,"0"
"1027",29,913,251,"0"
"1027",30,913,251,"0"
"1027",31,911,251,"0"
"1027",32,911,251,"0"
"1027",33,911,250,"0"
"1027",34,910,251,"0"
"1027",35,908,251,"0"
"1027",36,907,251,"0"
"1027",37,906,252,"0"
"1027",38,905,251,"0"
"1027",39,895,251,"0"
"1027",40,894,251,"0"
"1027",41,893,252,"0"
"1027",42,891,252,"0"
"1027",43,890,251,"0"
"1027",44,887,251,"0"
"1027",45,882,251,"0"
"1027",46,881,252,"0"
"1027",47,880,251,"0"
"1027",48,879,252,"0"
"1027",49,879,251,"0"
"1027",50,876,252,"0"
"1027",51,874,252,"0"
"1027",52,873,252,"0"
"1027",53,869,252,"0"
"1027",54,868,252,"0"
"1027",55,867,252,"0"
"1028",0,945,250,"0"
"1028",1,943,250,"0"
"1028",2,943,250,"0"
"1028",3,943,250,"0"
"1028",4,942,250,"0"
"1028",5,940,250,"0"
"1028",6,939,251,"0"
"1028",7,938,250,"0"
"1028",8,937,251,"0"
"1028",9,936,250,"0"
"1028",10,936,250,"0"
"1028",11,936,250,"0"
"1028",12,934,251,"0"
"1028",13,934,251,"0"
"1028",14,934,250,"0"
"1028",15,934,250,"0"
"1028",16,934,250,"0"
"1028",17,931,250,"0"
"1028",18,930,251,"0"
"1028",19,930,251,"0"
"1028",20,930,250,"0"
"1028",21,929,251,"0"
"1028",22,929,250,"0"
"1028",23,928,251,"0"
"1028",24,928,251,"0"
"1028",25,928,251,"0"
"1028",26,928,250,"0"
"1028",27,927,251,"0"
"1028",28,927,251,"0"
"1028",29,927,251,"0"
"1028",30,926,251,"0"
"1028",31,926,250,"0"
"1028",32,925,251,"0"
