タイムスタンプ,ロットID,idx,温度,振動
2025-02-02 18:19:10,12,302,206.235,0.513
2025-02-02 18:19:20,12,303,207.963,0.587
2025-02-02 18:19:30,12,304,206.927,0.460
2025-02-02 18:19:40,12,305,206.507,0.499
2025-02-02 18:19:50,12,306,208.472,0.514
2025-02-02 18:20:00,12,307,207.246,0.578
2025-02-02 18:20:10,12,308,207.438,0.476
2025-02-02 18:20:20,12,309,207.707,0.371
2025-02-02 18:20:30,12,310,209.277,0.640
2025-02-02 18:20:40,12,311,207.958,0.559
2025-02-02 18:20:50,12,312,206.795,0.460
2025-02-02 18:21:00,12,313,206.785,0.530
2025-02-02 18:21:10,12,314,207.472,0.474
2025-02-02 18:21:20,12,315,208.462,0.364
2025-02-02 18:21:30,12,316,206.949,0.427
2025-02-02 18:21:40,12,317,207.253,0.436
2025-02-02 18:21:50,12,318,206.291,0.466
2025-02-02 18:22:00,12,319,208.218,0.534
2025-02-02 18:22:10,12,320,207.174,0.520
2025-02-02 18:22:20,12,321,207.970,0.460
2025-02-02 18:22:30,12,322,205.873,0.608
2025-02-02 18:22:40,12,323,207.968,0.496
2025-02-02 18:22:50,12,324,206.998,0.598
2025-02-02 18:23:00,12,325,206.396,0.589
2025-02-02 18:23:10,12,326,206.690,0.468
2025-02-02 18:23:20,12,327,208.441,0.583
2025-02-02 18:23:30,12,328,206.982,0.442
2025-02-02 18:23:40,12,329,208.838,0.583
2025-02-02 18:23:50,12,330,206.979,0.467
2025-02-02 18:24:00,12,331,207.223,0.442
2025-02-02 18:24:10,12,332,206.230,0.531
2025-02-02 18:24:20,12,333,207.806,0.481
2025-02-02 18:24:30,12,334,207.802,0.518
2025-02-02 18:24:40,12,335,207.848,0.405
2025-02-02 18:24:50,12,336,207.684,0.511
2025-02-02 20:27:00,13,1,207.166,0.389
2025-02-02 20:27:10,13,2,206.937,0.653
2025-02-02 20:27:20,13,3,207.746,0.363
2025-02-02 20:27:30,13,4,208.187,0.380
2025-02-02 20:27:40,13,5,206.652,0.513
2025-02-02 20:27:50,13,6,208.384,0.330
2025-02-02 20:28:00,13,7,207.949,0.508
2025-02-02 20:28:10,13,8,208.599,0.489
2025-02-02 20:28:20,13,9,208.544,0.580
2025-02-02 20:28:30,13,10,207.293,0.556
2025-02-02 20:28:40,13,11,208.337,0.597
2025-02-02 20:28:50,13,12,208.774,0.395
2025-02-02 20:29:00,13,13,206.022,0.432
2025-02-02 20:29:10,13,14,207.514,0.464
2025-02-02 20:29:20,13,15,207.624,0.520
2025-02-02 20:29:30,13,16,208.019,0.528
2025-02-02 20:29:40,13,17,207.135,0.410
2025-02-02 20:29:50,13,18,206.698,0.387
2025-02-02 20:30:00,13,19,208.409,0.514
2025-02-02 20:30:10,13,20,206.992,0.437
2025-02-02 20:30:20,13,21,207.372,0.515
2025-02-02 20:30:30,13,22,208.661,0.478
2025-02-02 20:30:40,13,23,206.454,0.563
2025-02-02 20:30:50,13,24,207.357,0.536
2025-02-02 20:31:00,13,25,207.844,0.455
2025-02-02 20:31:10,13,26,206.774,0.501
2025-02-02 20:31:20,13,27,208.358,0.494
2025-02-02 20:31:30,13,28,208.084,0.552
2025-02-02 20:31:40,13,29,207.094,0.526
2025-02-02 20:31:50,13,30,208.388,0.380
2025-02-02 20:32:00,13,31,208.772,0.490
2025-02-02 20:32:10,13,32,206.802,0.514
2025-02-02 20:32:20,13,33,207.618,0.526
2025-02-02 20:32:30,13,34,208.182,0.540
2025-02-02 20:32:40,13,35,207.543,0.521
2025-02-02 20:32:50,13,36,207.942,0.551
2025-02-02 20:33:00,13,37,206.991,0.461
2025-02-02 20:33:10,13,38,206.417,0.444
2025-02-02 20:33:20,13,39,208.590,0.537
2025-02-02 20:33:30,13,40,208.552,0.512
2025-02-02 20:33:40,13,41,207.753,0.437
2025-02-02 20:33:50,13,42,209.036,0.592
2025-02-02 20:34:00,13,43,208.139,0.491
2025-02-02 20:34:10,13,44,208.280,0.471
2025-02-02 20:34:20,13,45,208.612,0.495
2025-02-02 20:34:30,13,46,207.863,0.567
2025-02-02 20:34:40,13,47,208.045,0.404
2025-02-02 20:34:50,13,48,207.066,0.625
2025-02-02 20:35:00,13,49,207.403,0.486
2025-02-02 20:35:10,13,50,208.772,0.487
2025-02-02 20:35:20,13,51,207.669,0.522
2025-02-02 20:35:30,13,52,207.058,0.422
2025-02-02 20:35:40,13,53,207.261,0.424
2025-02-02 20:35:50,13,54,207.869,0.546
2025-02-02 20:36:00,13,55,208.909,0.577
2025-02-02 20:36:10,13,56,207.373,0.615
2025-02-02 20:36:20,13,57,207.155,0.500
2025-02-02 20:36:30,13,58,208.833,0.521
2025-02-02 20:36:40,13,59,206.804,0.528
2025-02-02 20:36:50,13,60,207.311,0.493
2025-02-02 20:37:00,13,61,208.190,0.577
2025-02-02 20:37:10,13,62,208.175,0.407
2025-02-02 20:37:20,13,63,208.035,0.598
2025-02-02 20:37:30,13,64,207.782,0.546
2025-02-02 20:37:40,13,65,207.002,0.582
2025-02-02 20:37:50,13,66,207.246,0.558
2025-02-02 20:38:00,13,67,207.649,0.435
2025-02-02 20:38:10,13,68,208.713,0.623
2025-02-02 20:38:20,13,69,207.790,0.363
2025-02-02 20:38:30,13,70,205.869,0.513
2025-02-02 20:38:40,13,71,208.211,0.511
2025-02-02 20:38:50,13,72,208.193,0.523
2025-02-02 20:39:00,13,73,207.101,0.535
2025-02-02 20:39:10,13,74,207.742,0.565
2025-02-02 20:39:20,13,75,207.074,0.532
2025-02-02 20:39:30,13,76,208.566,0.586
2025-02-02 20:39:40,13,77,208.989,0.522
2025-02-02 20:39:50,13,78,207.739,0.393
2025-02-02 20:40:00,13,79,207.923,0.588
2025-02-02 20:40:10,13,80,207.774,0.413
2025-02-02 20:40:20,13,81,207.564,0.413
2025-02-02 20:40:30,13,82,207.783,0.431
2025-02-02 20:40:40,13,83,206.872,0.517
2025-02-02 20:40:50,13,84,208.120,0.492
2025-02-02 20:41:00,13,85,208.045,0.366
2025-02-02 20:41:10,13,86,207.245,0.536
2025-02-02 20:41:20,13,87,207.231,0.644
2025-02-02 20:41:30,13,88,206.870,0.634
2025-02-02 20:41:40,13,89,207.978,0.479
2025-02-02 20:41:50,13,90,207.750,0.432
2025-02-02 20:42:00,13,91,207.206,0.400
2025-02-02 20:42:10,13,92,207.311,0.404
2025-02-02 20:42:20,13,93,207.655,0.485
2025-02-02 20:42:30,13,94,207.418,0.532
2025-02-02 20:42:40,13,95,208.051,0.616
2025-02-02 20:42:50,13,96,208.045,0.451
2025-02-02 20:43:00,13,97,207.785,0.349
2025-02-02 20:43:10,13,98,209.109,0.466
2025-02-02 20:43:20,13,99,207.758,0.520
2025-02-02 20:43:30,13,100,206.360,0.414
2025-02-02 20:43:40,13,101,207.750,0.452
2025-02-02 20:43:50,13,102,208.049,0.604
2025-02-02 20:44:00,13,103,207.800,0.388
2025-02-02 20:44:10,13,104,207.401,0.560
2025-02-02 20:44:20,13,105,207.323,0.540
2025-02-02 20:44:30,13,106,206.669,0.510
2025-02-02 20:44:40,13,107,207.236,0.596
2025-02-02 20:44:50,13,108,207.573,0.505
2025-02-02 20:45:00,13,109,209.053,0.440
2025-02-02 20:45:10,13,110,208.486,0.546
2025-02-02 20:45:20,13,111,208.800,0.473
2025-02-02 20:45:30,13,112,207.963,0.471
2025-02-02 20:45:40,13,113,208.346,0.466
2025-02-02 20:45:50,13,114,207.899,0.612
2025-02-02 20:46:00,13,115,208.213,0.574
2025-02-02 20:46:10,13,116,208.894,0.470
2025-02-02 20:46:20,13,117,207.905,0.356
2025-02-02 20:46:30,13,118,209.571,0.511
2025-02-02 20:46:40,13,119,207.744,0.471
2025-02-02 20:46:50,13,120,207.966,0.432
2025-02-02 20:47:00,13,121,207.943,0.462
2025-02-02 20:47:10,13,122,208.173,0.497
2025-02-02 20:47:20,13,123,207.636,0.476
2025-02-02 20:47:30,13,124,208.493,0.529
2025-02-02 20:47:40,13,125,208.000,0.565
2025-02-02 20:47:50,13,126,206.969,0.515
2025-02-02 20:48:00,13,127,207.268,0.468
2025-02-02 20:48:10,13,128,206.993,0.441
2025-02-02 20:48:20,13,129,207.383,0.495
2025-02-02 20:48:30,13,130,208.267,0.516
2025-02-02 20:48:40,13,131,207.906,0.493
2025-02-02 20:48:50,13,132,208.871,0.546
2025-02-02 20:49:00,13,133,207.849,0.484
2025-02-02 20:49:10,13,134,207.829,0.455
2025-02-02 20:49:20,13,135,207.386,0.512
2025-02-02 20:49:30,13,136,206.831,0.495
2025-02-02 20:49:40,13,137,207.433,0.487
2025-02-02 20:49:50,13,138,207.034,0.568
2025-02-02 20:50:00,13,139,208.604,0.484
2025-02-02 20:50:10,13,140,207.550,0.580
2025-02-02 20:50:20,13,141,207.625,0.635
2025-02-02 20:50:30,13,142,207.522,0.674
2025-02-02 20:50:40,13,143,208.684,0.515
2025-02-02 20:50:50,13,144,207.244,0.637
2025-02-02 20:51:00,13,145,206.735,0.455
2025-02-02 20:51:10,13,146,208.364,0.495
2025-02-02 20:51:20,13,147,208.057,0.399
2025-02-02 20:51:30,13,148,207.588,0.487
2025-02-02 20:51:40,13,149,209.095,0.492
2025-02-02 20:51:50,13,150,207.604,0.707
2025-02-02 20:52:00,13,151,206.779,0.461
2025-02-02 20:52:10,13,152,208.044,0.486
2025-02-02 20:52:20,13,153,207.300,0.586
2025-02-02 20:52:30,13,154,207.468,0.594
2025-02-02 20:52:40,13,155,207.622,0.455
2025-02-02 20:52:50,13,156,207.720,0.420
2025-02-02 20:53:00,13,157,207.021,0.449
2025-02-02 20:53:10,13,158,207.521,0.434
2025-02-02 20:53:20,13,159,208.198,0.579
2025-02-02 20:53:30,13,160,208.445,0.447
2025-02-02 20:53:40,13,161,207.213,0.542
2025-02-02 20:53:50,13,162,208.564,0.523
2025-02-02 20:54:00,13,163,206.942,0.510
2025-02-02 20:54:10,13,164,207.649,0.421
2025-02-02 20:54:20,13,165,207.649,0.438
2025-02-02 20:54:30,13,166,208.121,0.559
2025-02-02 20:54:40,13,167,208.812,0.577
2025-02-02 20:54:50,13,168,207.364,0.490
2025-02-02 20:55:00,13,169,207.258,0.523
2025-02-02 20:55:10,13,170,207.701,0.396
2025-02-02 20:55:20,13,171,207.549,0.588
2025-02-02 20:55:30,13,172,208.326,0.552
2025-02-02 20:55:40,13,173,208.497,0.462
2025-02-02 20:55:50,13,174,208.079,0.473
2025-02-02 20:56:00,13,175,207.298,0.555
2025-02-02 20:56:10,13,176,208.912,0.577
2025-02-02 20:56:20,13,177,208.334,0.538
2025-02-02 20:56:30,13,178,208.433,0.566
2025-02-02 20:56:40,13,179,209.410,0.505
2025-02-02 20:56:50,13,180,207.811,0.332
2025-02-02 20:57:00,13,181,206.711,0.483
2025-02-02 20:57:10,13,182,208.007,0.426
2025-02-02 20:57:20,13,183,208.063,0.509
2025-02-02 20:57:30,13,184,208.487,0.527
2025-02-02 20:57:40,13,185,206.912,0.447
2025-02-02 20:57:50,13,186,207.690,0.554
2025-02-02 20:58:00,13,187,208.109,0.542
2025-02-02 20:58:10,13,188,209.397,0.464
2025-02-02 20:58:20,13,189,208.800,0.491
2025-02-02 20:58:30,13,190,208.184,0.471
2025-02-02 20:58:40,13,191,207.362,0.546
2025-02-02 20:58:50,13,192,208.411,0.554
2025-02-02 20:59:00,13,193,207.852,0.469
2025-02-02 20:59:10,13,194,208.005,0.486
2025-02-02 20:59:20,13,195,207.994,0.584
2025-02-02 20:59:30,13,196,207.009,0.442
2025-02-02 20:59:40,13,197,206.994,0.505
2025-02-02 20:59:50,13,198,206.473,0.447
2025-02-02 21:00:00,13,199,207.784,0.340
2025-02-02 21:00:10,13,200,207.498,0.503
2025-02-02 21:00:20,13,201,206.417,0.556
2025-02-02 21:00:30,13,202,207.854,0.536
2025-02-02 21:00:40,13,203,207.478,0.605
2025-02-02 21:00:50,13,204,206.305,0.369
2025-02-02 21:01:00,13,205,206.612,0.521
2025-02-02 21:01:10,13,206,207.713,0.494
2025-02-02 21:01:20,13,207,208.490,0.498
2025-02-02 21:01:30,13,208,207.629,0.482
2025-02-02 21:01:40,13,209,207.357,0.528
2025-02-02 21:01:50,13,210,209.374,0.437
2025-02-02 21:02:00,13,211,209.114,0.394
2025-02-02 21:02:10,13,212,206.905,0.329
2025-02-02 21:02:20,13,213,208.030,0.595
2025-02-02 21:02:30,13,214,206.124,0.471
2025-02-02 21:02:40,13,215,206.361,0.423
2025-02-02 21:02:50,13,216,206.505,0.432
2025-02-02 21:03:00,13,217,208.242,0.439
2025-02-02 21:03:10,13,218,208.452,0.490
2025-02-02 21:03:20,13,219,206.624,0.610
2025-02-02 21:03:30,13,220,207.071,0.377
2025-02-02 21:03:40,13,221,206.334,0.516
2025-02-02 21:03:50,13,222,208.722,0.577
2025-02-02 21:04:00,13,223,207.137,0.496
2025-02-02 21:04:10,13,224,207.071,0.486
2025-02-02 21:04:20,13,225,208.301,0.575
2025-02-02 21:04:30,13,226,207.499,0.513
2025-02-02 21:04:40,13,227,207.551,0.445
2025-02-02 21:04:50,13,228,209.056,0.635
2025-02-02 21:05:00,13,229,207.533,0.511
2025-02-02 21:05:10,13,230,206.332,0.491
2025-02-02 21:05:20,13,231,207.663,0.468
2025-02-02 21:05:30,13,232,208.469,0.485
2025-02-02 21:05:40,13,233,207.999,0.518
2025-02-02 21:05:50,13,234,206.486,0.511
2025-02-02 21:06:00,13,235,208.489,0.572
2025-02-02 21:06:10,13,236,207.225,0.502
2025-02-02 21:06:20,13,237,207.609,0.431
2025-02-02 21:06:30,13,238,208.172,0.413
2025-02-02 21:06:40,13,239,206.732,0.499
2025-02-02 21:06:50,13,240,207.854,0.525
2025-02-02 21:07:00,13,241,207.741,0.536
2025-02-02 21:07:10,13,242,207.819,0.486
2025-02-02 21:07:20,13,243,207.112,0.507
2025-02-02 21:07:30,13,244,208.535,0.532
2025-02-02 21:07:40,13,245,209.032,0.593
2025-02-02 21:07:50,13,246,207.369,0.434
2025-02-02 21:08:00,13,247,207.370,0.520
2025-02-02 21:08:10,13,248,208.277,0.573
2025-02-02 21:08:20,13,249,208.724,0.416
2025-02-02 21:08:30,13,250,207.576,0.555
2025-02-02 21:08:40,13,251,208.778,0.520
2025-02-02 21:08:50,13,252,208.731,0.448
2025-02-02 21:09:00,13,253,208.076,0.443
2025-02-02 21:09:10,13,254,206.146,0.483
2025-02-02 21:09:20,13,255,208.017,0.507
2025-02-02 21:09:30,13,256,207.500,0.568
2025-02-02 21:09:40,13,257,207.161,0.530
2025-02-02 21:09:50,13,258,207.323,0.406
2025-02-02 21:10:00,13,259,207.755,0.586
2025-02-02 21:10:10,13,260,208.228,0.485
2025-02-02 21:10:20,13,261,207.997,0.460
2025-02-02 21:10:30,13,262,208.668,0.521
2025-02-02 21:10:40,13,263,207.843,0.483
2025-02-02 21:10:50,13,264,206.631,0.609
2025-02-02 21:11:00,13,265,206.884,0.430
2025-02-02 21:11:10,13,266,207.556,0.484
2025-02-02 21:11:20,13,267,206.647,0.629
2025-02-02 21:11:30,13,268,208.052,0.608
2025-02-02 21:11:40,13,269,207.436,0.473
2025-02-02 21:11:50,13,270,206.980,0.579
2025-02-02 21:12:00,13,271,207.513,0.373
2025-02-02 21:12:10,13,272,207.602,0.296
2025-02-02 21:12:20,13,273,207.751,0.422
2025-02-02 21:12:30,13,274,207.516,0.521
2025-02-02 21:12:40,13,275,206.731,0.475
2025-02-02 21:12:50,13,276,207.782,0.501
2025-02-02 21:13:00,13,277,208.022,0.486
2025-02-02 21:13:10,13,278,207.900,0.542
2025-02-02 21:13:20,13,279,209.194,0.572
2025-02-02 21:13:30,13,280,208.781,0.589
2025-02-02 21:13:40,13,281,207.912,0.445
2025-02-02 21:13:50,13,282,208.861,0.592
2025-02-02 21:14:00,13,283,206.939,0.395
2025-02-02 21:14:10,13,284,208.594,0.538
2025-02-02 21:14:20,13,285,207.600,0.562
2025-02-02 21:14:30,13,286,208.235,0.616
2025-02-02 21:14:40,13,287,208.291,0.483
2025-02-02 21:14:50,13,288,207.366,0.543
2025-02-02 21:15:00,13,289,208.277,0.568
2025-02-02 21:15:10,13,290,207.700,0.594
2025-02-02 21:15:20,13,291,208.076,0.497
2025-02-02 21:15:30,13,292,207.194,0.445
2025-02-02 21:15:40,13,293,208.141,0.447
2025-02-02 21:15:50,13,294,208.271,0.389
2025-02-02 21:16:00,13,295,207.484,0.597
2025-02-02 21:16:10,13,296,207.829,0.498
2025-02-02 21:16:20,13,297,207.150,0.394
2025-02-02 21:16:30,13,298,208.176,0.528
2025-02-02 21:16:40,13,299,208.846,0.506
2025-02-02 21:16:50,13,300,208.245,0.514
2025-02-02 21:17:00,13,301,207.163,0.439
2025-02-02 21:17:10,13,302,208.621,0.401
2025-02-02 21:17:20,13,303,207.349,0.514
2025-02-02 21:17:30,13,304,206.996,0.503
2025-02-02 21:17:40,13,305,207.000,0.395
2025-02-02 21:17:50,13,306,208.167,0.550
2025-02-02 21:18:00,13,307,206.659,0.626
2025-02-02 21:18:10,13,308,207.526,0.409
2025-02-02 21:18:20,13,309,207.783,0.451
2025-02-02 21:18:30,13,310,207.141,0.519
2025-02-02 21:18:40,13,311,208.527,0.355
2025-02-02 21:18:50,13,312,207.093,0.448
2025-02-02 21:19:00,13,313,207.709,0.515
2025-02-02 21:19:10,13,314,208.358,0.523
2025-02-02 21:19:20,13,315,207.067,0.500
2025-02-02 21:19:30,13,316,209.000,0.569
2025-02-02 21:19:40,13,317,207.196,0.424
2025-02-02 21:19:50,13,318,206.962,0.393
2025-02-02 21:20:00,13,319,206.987,0.502
2025-02-02 21:20:10,13,320,208.412,0.546
2025-02-02 21:20:20,13,321,208.714,0.519
2025-02-02 21:20:30,13,322,207.530,0.627
2025-02-02 21:20:40,13,323,208.395,0.535
2025-02-02 21:20:50,13,324,208.695,0.297
2025-02-02 23:28:00,14,1,186.772,0.509
2025-02-02 23:28:10,14,2,186.806,0.460
2025-02-02 23:28:20,14,3,186.324,0.488
2025-02-02 23:28:30,14,4,187.104,0.396
2025-02-02 23:28:40,14,5,186.943,0.471
2025-02-02 23:28:50,14,6,185.769,0.545
2025-02-02 23:29:00,14,7,185.630,0.558
2025-02-02 23:29:10,14,8,187.272,0.536
2025-02-02 23:29:20,14,9,186.149,0.613
2025-02-02 23:29:30,14,10,186.971,0.608
2025-02-02 23:29:40,14,11,185.648,0.471
2025-02-02 23:29:50,14,12,187.665,0.550
2025-02-02 23:30:00,14,13,187.428,0.488
2025-02-02 23:30:10,14,14,187.540,0.555
2025-02-02 23:30:20,14,15,186.997,0.531
2025-02-02 23:30:30,14,16,187.569,0.561
2025-02-02 23:30:40,14,17,186.751,0.473
2025-02-02 23:30:50,14,18,187.612,0.573
2025-02-02 23:31:00,14,19,186.877,0.523
2025-02-02 23:31:10,14,20,185.699,0.422
2025-02-02 23:31:20,14,21,186.348,0.581
2025-02-02 23:31:30,14,22,187.413,0.523
2025-02-02 23:31:40,14,23,186.601,0.462
2025-02-02 23:31:50,14,24,187.878,0.516
2025-02-02 23:32:00,14,25,187.004,0.418
2025-02-02 23:32:10,14,26,186.665,0.484
2025-02-02 23:32:20,14,27,186.421,0.515
2025-02-02 23:32:30,14,28,185.646,0.486
2025-02-02 23:32:40,14,29,187.031,0.486
2025-02-02 23:32:50,14,30,186.145,0.508
2025-02-02 23:33:00,14,31,186.658,0.609
2025-02-02 23:33:10,14,32,186.901,0.675
2025-02-02 23:33:20,14,33,186.406,0.497
2025-02-02 23:33:30,14,34,186.587,0.504
2025-02-02 23:33:40,14,35,186.275,0.550
2025-02-02 23:33:50,14,36,187.026,0.547
2025-02-02 23:34:00,14,37,187.299,0.539
2025-02-02 23:34:10,14,38,186.455,0.448
2025-02-02 23:34:20,14,39,186.500,0.566
2025-02-02 23:34:30,14,40,185.767,0.693
2025-02-02 23:34:40,14,41,185.259,0.433
2025-02-02 23:34:50,14,42,186.780,0.493
2025-02-02 23:35:00,14,43,185.947,0.560
2025-02-02 23:35:10,14,44,186.526,0.596
2025-02-02 23:35:20,14,45,186.097,0.530
2025-02-02 23:35:30,14,46,187.619,0.492
2025-02-02 23:35:40,14,47,187.629,0.397
2025-02-02 23:35:50,14,48,187.737,0.571
2025-02-02 23:36:00,14,49,186.294,0.571
2025-02-02 23:36:10,14,50,187.088,0.543
2025-02-02 23:36:20,14,51,187.660,0.570
2025-02-02 23:36:30,14,52,186.576,0.531
2025-02-02 23:36:40,14,53,187.555,0.599
2025-02-02 23:36:50,14,54,186.824,0.518
2025-02-02 23:37:00,14,55,187.419,0.582
2025-02-02 23:37:10,14,56,186.359,0.494
2025-02-02 23:37:20,14,57,187.412,0.510
2025-02-02 23:37:30,14,58,186.930,0.474
2025-02-02 23:37:40,14,59,186.318,0.591
2025-02-02 23:37:50,14,60,185.099,0.521
2025-02-02 23:38:00,14,61,186.738,0.507
2025-02-02 23:38:10,14,62,187.515,0.356
2025-02-02 23:38:20,14,63,185.611,0.498
2025-02-02 23:38:30,14,64,187.564,0.410
2025-02-02 23:38:40,14,65,187.667,0.467
2025-02-02 23:38:50,14,66,187.899,0.660
2025-02-02 23:39:00,14,67,186.383,0.349
2025-02-02 23:39:10,14,68,187.374,0.548
2025-02-02 23:39:20,14,69,186.286,0.481
2025-02-02 23:39:30,14,70,186.930,0.455
2025-02-02 23:39:40,14,71,187.119,0.549
2025-02-02 23:39:50,14,72,186.189,0.497
2025-02-02 23:40:00,14,73,186.874,0.521
2025-02-02 23:40:10,14,74,187.527,0.532
2025-02-02 23:40:20,14,75,187.163,0.523
2025-02-02 23:40:30,14,76,186.351,0.536
2025-02-02 23:40:40,14,77,186.937,0.417
2025-02-02 23:40:50,14,78,186.757,0.629
2025-02-02 23:41:00,14,79,186.142,0.571
2025-02-02 23:41:10,14,80,187.145,0.420
2025-02-02 23:41:20,14,81,187.777,0.459
2025-02-02 23:41:30,14,82,186.876,0.485
2025-02-02 23:41:40,14,83,187.147,0.463
2025-02-02 23:41:50,14,84,186.866,0.600
2025-02-02 23:42:00,14,85,186.894,0.486
2025-02-02 23:42:10,14,86,186.482,0.454
2025-02-02 23:42:20,14,87,187.147,0.397
2025-02-02 23:42:30,14,88,186.507,0.366
2025-02-02 23:42:40,14,89,187.004,0.572
2025-02-02 23:42:50,14,90,187.457,0.587
2025-02-02 23:43:00,14,91,185.805,0.338
2025-02-02 23:43:10,14,92,185.614,0.492
2025-02-02 23:43:20,14,93,186.205,0.526
2025-02-02 23:43:30,14,94,187.276,0.512
2025-02-02 23:43:40,14,95,186.464,0.338
2025-02-02 23:43:50,14,96,187.840,0.647
2025-02-02 23:44:00,14,97,186.735,0.392
2025-02-02 23:44:10,14,98,186.395,0.511
2025-02-02 23:44:20,14,99,185.976,0.465
2025-02-02 23:44:30,14,100,186.771,0.547
2025-02-02 23:44:40,14,101,185.849,0.498
2025-02-02 23:44:50,14,102,185.863,0.514
2025-02-02 23:45:00,14,103,187.268,0.520
2025-02-02 23:45:10,14,104,185.904,0.372
2025-02-02 23:45:20,14,105,186.612,0.456
2025-02-02 23:45:30,14,106,185.971,0.440
2025-02-02 23:45:40,14,107,187.135,0.375
2025-02-02 23:45:50,14,108,186.438,0.588
2025-02-02 23:46:00,14,109,187.524,0.392
2025-02-02 23:46:10,14,110,186.766,0.527
2025-02-02 23:46:20,14,111,186.589,0.465
2025-02-02 23:46:30,14,112,185.174,0.615
2025-02-02 23:46:40,14,113,187.141,0.449
2025-02-02 23:46:50,14,114,186.361,0.369
2025-02-02 23:47:00,14,115,185.675,0.434
2025-02-02 23:47:10,14,116,186.782,0.495
2025-02-02 23:47:20,14,117,186.174,0.501
2025-02-02 23:47:30,14,118,186.701,0.519
2025-02-02 23:47:40,14,119,187.328,0.586
2025-02-02 23:47:50,14,120,187.869,0.510
2025-02-02 23:48:00,14,121,187.318,0.588
2025-02-02 23:48:10,14,122,186.035,0.412
2025-02-02 23:48:20,14,123,186.328,0.573
2025-02-02 23:48:30,14,124,186.748,0.465
2025-02-02 23:48:40,14,125,188.179,0.531
2025-02-02 23:48:50,14,126,188.132,0.419
2025-02-02 23:49:00,14,127,186.009,0.469
2025-02-02 23:49:10,14,128,187.369,0.478
2025-02-02 23:49:20,14,129,187.199,0.472
2025-02-02 23:49:30,14,130,185.913,0.533
2025-02-02 23:49:40,14,131,185.964,0.429
2025-02-02 23:49:50,14,132,187.808,0.509
2025-02-02 23:50:00,14,133,186.598,0.312
2025-02-02 23:50:10,14,134,185.917,0.480
2025-02-02 23:50:20,14,135,186.641,0.486
2025-02-02 23:50:30,14,136,185.560,0.627
2025-02-02 23:50:40,14,137,187.825,0.581
2025-02-02 23:50:50,14,138,186.165,0.452
2025-02-02 23:51:00,14,139,187.898,0.468
2025-02-02 23:51:10,14,140,186.618,0.552
2025-02-02 23:51:20,14,141,187.653,0.569
2025-02-02 23:51:30,14,142,186.778,0.485
2025-02-02 23:51:40,14,143,186.898,0.525
2025-02-02 23:51:50,14,144,186.136,0.406
2025-02-02 23:52:00,14,145,186.519,0.438
2025-02-02 23:52:10,14,146,186.367,0.574
2025-02-02 23:52:20,14,147,186.694,0.489
2025-02-02 23:52:30,14,148,187.047,0.479
2025-02-02 23:52:40,14,149,186.342,0.583
2025-02-02 23:52:50,14,150,186.805,0.508
2025-02-02 23:53:00,14,151,185.554,0.323
2025-02-02 23:53:10,14,152,187.156,0.417
2025-02-02 23:53:20,14,153,186.629,0.428
2025-02-02 23:53:30,14,154,187.831,0.508
2025-02-02 23:53:40,14,155,187.360,0.471
2025-02-02 23:53:50,14,156,186.330,0.494
2025-02-02 23:54:00,14,157,186.974,0.519
2025-02-02 23:54:10,14,158,186.693,0.528
2025-02-02 23:54:20,14,159,186.340,0.630
2025-02-02 23:54:30,14,160,186.543,0.521
2025-02-02 23:54:40,14,161,187.606,0.548
2025-02-02 23:54:50,14,162,188.009,0.371
2025-02-02 23:55:00,14,163,186.590,0.500
2025-02-02 23:55:10,14,164,186.570,0.370
2025-02-02 23:55:20,14,165,186.661,0.550
2025-02-02 23:55:30,14,166,186.647,0.479
2025-02-02 23:55:40,14,167,186.098,0.502
2025-02-02 23:55:50,14,168,186.502,0.497
2025-02-02 23:56:00,14,169,186.922,0.454
2025-02-02 23:56:10,14,170,186.581,0.441
2025-02-02 23:56:20,14,171,184.881,0.537
2025-02-02 23:56:30,14,172,187.092,0.463
2025-02-02 23:56:40,14,173,189.112,0.546
2025-02-02 23:56:50,14,174,186.068,0.542
2025-02-02 23:57:00,14,175,187.202,0.539
2025-02-02 23:57:10,14,176,187.013,0.493
2025-02-02 23:57:20,14,177,186.149,0.509
2025-02-02 23:57:30,14,178,186.233,0.488
2025-02-02 23:57:40,14,179,187.930,0.633
2025-02-02 23:57:50,14,180,186.701,0.569
2025-02-02 23:58:00,14,181,186.838,0.482
2025-02-02 23:58:10,14,182,185.265,0.529
2025-02-02 23:58:20,14,183,187.306,0.506
2025-02-02 23:58:30,14,184,187.432,0.455
2025-02-02 23:58:40,14,185,186.668,0.462
2025-02-02 23:58:50,14,186,186.232,0.516
2025-02-02 23:59:00,14,187,187.485,0.634
2025-02-02 23:59:10,14,188,186.064,0.504
2025-02-02 23:59:20,14,189,186.317,0.467
2025-02-02 23:59:30,14,190,186.641,0.445
2025-02-02 23:59:40,14,191,186.771,0.589
2025-02-02 23:59:50,14,192,186.957,0.443
2025-02-03 00:00:00,14,193,185.740,0.452
2025-02-03 00:00:10,14,194,186.063,0.411
2025-02-03 00:00:20,14,195,185.487,0.485
2025-02-03 00:00:30,14,196,186.170,0.537
2025-02-03 00:00:40,14,197,188.466,0.485
2025-02-03 00:00:50,14,198,186.558,0.497
2025-02-03 00:01:00,14,199,186.163,0.383
2025-02-03 00:01:10,14,200,187.181,0.428
